gene_id,length_bp
YDL115C_BY4742,1132
YDL115C_mRNA,1132
YDL116W_BY4742,2181
YDL117W_BY4742,2658
YDL118W_BY4742,381
YDL119C_BY4742,924
YDL120W_BY4742,525
YDL121C_BY4742,450
YDL122W_BY4742,2430
YDL123W_BY4742,423
YDL124W_BY4742,939
YDL125C_BY4742,588
YDL125C_mRNA,588
YDL126C_BY4742,2508
YDL127W_BY4742,927
YDL128W_BY4742,1236
YDL129W_BY4742,876
YDL130W-A_BY4742,261
YDL130W_BY4742,622
YDL130W_mRNA,622
YDL131W_BY4742,1323
YDL132W_BY4742,2448
YDL133C-A_BY4742,78
YDL133W_BY4742,1314
YDL134C_BY4742,1110
YDL135C_BY4742,609
YDL136W_BY4742,768
YDL136W_mRNA,768
YDL137W_BY4742,878
YDL138W_BY4742,2292
YDL139C_BY4742,672
YDL140C_BY4742,5202
YDL141W_BY4742,2073
YDL142C_BY4742,852
YDL143W_BY4742,1587
YDL144C_BY4742,1071
YDL145C_BY4742,3606
YDL146W_BY4742,1476
YDL147W_BY4742,1338
YDL148C_BY4742,2433
YDL149W_BY4742,2994
YDL150W_BY4742,1269
YDL151C_BY4742,582
YDL152W_BY4742,366
YDL153C_BY4742,1833
YDL154W_BY4742,2706
YDL155W_BY4742,1284
YDL156W_BY4742,1569
YDL157C_BY4742,357
YDL158C_BY4742,309
YDL159C-B_BY4742,177
YDL159W-A_BY4742,132
YDL159W_BY4742,1548
YDL160C-A_BY4742,243
YDL160C_BY4742,1521
YDL161W_BY4742,1365
YDL162C_BY4742,357
YDL163W_BY4742,303
YDL164C_BY4742,2268
YDL165W_BY4742,576
YDL166C_BY4742,594
YDL167C_BY4742,2160
YDL168W_BY4742,1161
YDL169C_BY4742,672
YDL170W_BY4742,1587
YDL171C_BY4742,6438
YDL172C_BY4742,480
YDL173W_BY4742,888
YDL174C_BY4742,1764
YDL175C_BY4742,1035
YDL176W_BY4742,2127
YDL177C_BY4742,513
YDL178W_BY4742,1593
YDL179W_BY4742,915
YDL180W_BY4742,1644
YDL181W_BY4742,258
YDL182W_BY4742,1287
YDL183C_BY4742,963
YDL184C_BY4742,78
YDL185C-A_BY4742,228
YDL185W_BY4742,3216
YDL186W_BY4742,834
YDL187C_BY4742,330
YDL188C_BY4742,1134
YDL189W_BY4742,1473
YDL190C_BY4742,2886
YDL191W_BY4742,854
YDL191W_mRNA,854
YDL192W_BY4742,546
YDL193W_BY4742,1128
YDL194W_BY4742,2655
YDL195W_BY4742,3822
YDL196W_BY4742,330
YDL197C_BY4742,1578
YDL198C_BY4742,903
YDL199C_BY4742,2064
YDL200C_BY4742,567
YDL201W_BY4742,861
YDL202W_BY4742,750
YDL203C_BY4742,1872
YDL204W_BY4742,1182
YDL205C_BY4742,984
YDL206W_BY4742,2289
YDL207W_BY4742,1617
YDL208W_BY4742,471
YDL209C_BY4742,1020
YDL210W_BY4742,1716
YDL211C_BY4742,1119
YDL212W_BY4742,633
YDL213C_BY4742,678
YDL214C_BY4742,2100
YDL215C_BY4742,3279
YDL216C_BY4742,1323
YDL217C_BY4742,624
YDL218W_BY4742,954
YDL219W_BY4742,524
YDL219W_mRNA,524
YDL220C_BY4742,2775
YDL221W_BY4742,552
YDL222C_BY4742,930
YDL223C_BY4742,3141
YDL224C_BY4742,1950
YDL225W_BY4742,1656
YDL226C_BY4742,1059
YDL227C_BY4742,1761
YDL228C_BY4742,642
YDL229W_BY4742,1842
YDL230W_BY4742,1008
YDL231C_BY4742,3378
YDL232W_BY4742,111
YDL233W_BY4742,1377
YDL234C_BY4742,2241
YDL235C_BY4742,504
YDL236W_BY4742,939
YDL237W_BY4742,1173
YDL238C_BY4742,1470
YDL239C_BY4742,2373
YDL240C-A_BY4742,138
YDL240W_BY4742,3054
YDL241W_BY4742,372
YDL242W_BY4742,354
YDL243C_BY4742,990
YDL244W_BY4742,1023
YDL245C_BY4742,1704
YDL246C_BY4742,1074
YDL247W-A_BY4742,75
YDL247W_BY4742,1830
YDL248W_BY4742,1152
YDR001C_BY4742,2256
YDR002W_BY4742,606
YDR003W-A_BY4742,123
YDR003W_BY4742,633
YDR004W_BY4742,1383
YDR005C_BY4742,1268
YDR005C_mRNA,1268
YDR006C_BY4742,2706
YDR007W_BY4742,675
YDR008C_BY4742,351
YDR009W_BY4742,1563
YDR010C_BY4742,333
YDR011W_BY4742,4506
YDR012W_BY4742,1089
YDR013W_BY4742,627
YDR014W-A_BY4742,489
YDR014W_BY4742,1944
YDR015C_BY4742,240
YDR016C_BY4742,285
YDR017C_BY4742,3153
YDR018C_BY4742,1191
YDR019C_BY4742,1203
YDR020C_BY4742,699
YDR021W_BY4742,1200
YDR022C_BY4742,591
YDR023W_BY4742,1389
YDR024W_BY4742,486
YDR025W_BY4742,810
YDR025W_mRNA,810
YDR026C_BY4742,1713
YDR027C_BY4742,2670
YDR028C_BY4742,3045
YDR029W_BY4742,315
YDR030C_BY4742,1521
YDR031W_BY4742,366
YDR032C_BY4742,597
YDR033W_BY4742,963
YDR034C-A_BY4742,177
YDR034C-C_BY4742,1317
YDR034C-D_BY4742,5314
YDR034C-D_mRNA,5314
YDR034C_BY4742,2373
YDR034W-B_BY4742,156
YDR035W_BY4742,1113
YDR036C_BY4742,1503
YDR037W_BY4742,1776
YDR038C_BY4742,3276
YDR039C_BY4742,3276
YDR040C_BY4742,3276
YDR041W_BY4742,612
YDR042C_BY4742,603
YDR043C_BY4742,696
YDR044W_BY4742,987
YDR045C_BY4742,333
YDR046C_BY4742,1815
YDR047W_BY4742,1089
YDR048C_BY4742,315
YDR049W_BY4742,1899
YDR050C_BY4742,747
YDR051C_BY4742,1005
YDR052C_BY4742,2115
YDR053W_BY4742,396
YDR054C_BY4742,888
YDR055W_BY4742,1335
YDR056C_BY4742,618
YDR057W_BY4742,1629
YDR058C_BY4742,981
YDR059C_BY4742,537
YDR059C_mRNA,537
YDR060W_BY4742,3078
YDR061W_BY4742,1620
YDR062W_BY4742,1686
YDR063W_BY4742,450
YDR064W_BY4742,995
YDR064W_mRNA,995
YDR065W_BY4742,1098
YDR066C_BY4742,591
YDR067C_BY4742,675
YDR068W_BY4742,933
YDR069C_BY4742,2781
YDR070C_BY4742,282
YDR071C_BY4742,576
YDR072C_BY4742,1584
YDR073W_BY4742,510
YDR074W_BY4742,2691
YDR075W_BY4742,927
YDR076W_BY4742,1221
YDR077W_BY4742,1017
YDR078C_BY4742,672
YDR079C-A_BY4742,219
YDR079W_BY4742,336
YDR080W_BY4742,2979
YDR081C_BY4742,2778
YDR082W_BY4742,1485
YDR083W_BY4742,1179
YDR084C_BY4742,600
YDR085C_BY4742,1863
YDR086C_BY4742,243
YDR087C_BY4742,837
YDR088C_BY4742,1149
YDR089W_BY4742,2610
YDR090C_BY4742,933
YDR091C_BY4742,1827
YDR092W_BY4742,730
YDR092W_mRNA,730
YDR093W_BY4742,4839
YDR094W_BY4742,336
YDR095C_BY4742,411
YDR096W_BY4742,2685
YDR097C_BY4742,3729
YDR098C-A_BY4742,1323
YDR098C-B_BY4742,5269
YDR098C-B_mRNA,5269
YDR098C_BY4742,858
YDR099W_BY4742,1565
YDR100W_BY4742,432
YDR101C_BY4742,1782
YDR102C_BY4742,333
YDR103W_BY4742,2754
YDR104C_BY4742,3738
YDR105C_BY4742,1422
YDR106W_BY4742,855
YDR107C_BY4742,2019
YDR108W_BY4742,2097
YDR109C_BY4742,2148
YDR110W_BY4742,1701
YDR111C_BY4742,1524
YDR112W_BY4742,309
YDR113C_BY4742,1122
YDR114C_BY4742,303
YDR115W_BY4742,318
YDR116C_BY4742,858
YDR117C_BY4742,1698
YDR118W-A_BY4742,117
YDR118W_BY4742,1959
YDR119W-A_BY4742,201
YDR119W_BY4742,2307
YDR120C_BY4742,1713
YDR121W_BY4742,591
YDR122W_BY4742,3195
YDR123C_BY4742,915
YDR124W_BY4742,975
YDR125C_BY4742,1362
YDR126W_BY4742,1011
YDR127W_BY4742,4767
YDR128W_BY4742,3447
YDR129C_BY4742,2040
YDR129C_mRNA,2040
YDR130C_BY4742,876
YDR131C_BY4742,1671
YDR132C_BY4742,1488
YDR133C_BY4742,336
YDR135C_BY4742,4548
YDR136C_BY4742,573
YDR137W_BY4742,1992
YDR138W_BY4742,2259
YDR139C_BY4742,307
YDR139C_mRNA,307
YDR140W_BY4742,666
YDR141C_BY4742,5097
YDR142C_BY4742,1128
YDR143C_BY4742,1833
YDR144C_BY4742,1791
YDR145W_BY4742,1620
YDR146C_BY4742,2130
YDR147W_BY4742,1605
YDR148C_BY4742,1392
YDR149C_BY4742,708
YDR150W_BY4742,8247
YDR151C_BY4742,978
YDR152W_BY4742,798
YDR153C_BY4742,1236
YDR154C_BY4742,351
YDR155C_BY4742,489
YDR156W_BY4742,414
YDR157W_BY4742,402
YDR158W_BY4742,1098
YDR159W_BY4742,3906
YDR160W_BY4742,2559
YDR161W_BY4742,1164
YDR162C_BY4742,711
YDR163W_BY4742,528
YDR164C_BY4742,2175
YDR165W_BY4742,1335
YDR166C_BY4742,2916
YDR167W_BY4742,621
YDR168W_BY4742,1521
YDR169C-A_BY4742,150
YDR169C_BY4742,1542
YDR170C_BY4742,6030
YDR170W-A_BY4742,1323
YDR171W_BY4742,1128
YDR172W_BY4742,2058
YDR173C_BY4742,1068
YDR174W_BY4742,741
YDR175C_BY4742,960
YDR176W_BY4742,2109
YDR177W_BY4742,648
YDR178W_BY4742,546
YDR179C_BY4742,489
YDR179W-A_BY4742,1392
YDR180W_BY4742,4482
YDR181C_BY4742,1446
YDR182W-A_BY4742,204
YDR182W_BY4742,1476
YDR183C-A_BY4742,258
YDR183W_BY4742,693
YDR184C_BY4742,885
YDR185C_BY4742,540
YDR186C_BY4742,2634
YDR187C_BY4742,519
YDR188W_BY4742,1641
YDR189W_BY4742,2001
YDR190C_BY4742,1392
YDR191W_BY4742,1113
YDR192C_BY4742,1293
YDR193W_BY4742,399
YDR194C_BY4742,1995
YDR194W-A_BY4742,153
YDR195W_BY4742,1602
YDR196C_BY4742,726
YDR197W_BY4742,1170
YDR198C_BY4742,1440
YDR199W_BY4742,366
YDR200C_BY4742,1815
YDR201W_BY4742,498
YDR202C_BY4742,1056
YDR203W_BY4742,318
YDR204W_BY4742,1008
YDR205W_BY4742,2175
YDR206W_BY4742,2655
YDR207C_BY4742,2511
YDR208W_BY4742,2340
YDR209C_BY4742,414
YDR210C-C_BY4742,1323
YDR210C-D_BY4742,5269
YDR210C-D_mRNA,5269
YDR210W-A_BY4742,1317
YDR210W-B_BY4742,5314
YDR210W-B_mRNA,5314
YDR210W_BY4742,228
YDR211W_BY4742,2139
YDR212W_BY4742,1680
YDR213W_BY4742,2742
YDR214W_BY4742,1053
YDR215C_BY4742,414
YDR216W_BY4742,3972
YDR217C_BY4742,3930
YDR218C_BY4742,1272
YDR219C_BY4742,1398
YDR220C_BY4742,294
YDR221W_BY4742,2109
YDR222W_BY4742,1248
YDR223W_BY4742,1404
YDR224C_BY4742,396
YDR225W_BY4742,399
YDR226W_BY4742,669
YDR227W_BY4742,4077
YDR228C_BY4742,1881
YDR229W_BY4742,1362
YDR230W_BY4742,348
YDR231C_BY4742,618
YDR232W_BY4742,1647
YDR233C_BY4742,888
YDR234W_BY4742,2082
YDR235W_BY4742,1635
YDR236C_BY4742,657
YDR237W_BY4742,879
YDR238C_BY4742,2922
YDR239C_BY4742,2364
YDR240C_BY4742,1479
YDR241W_BY4742,288
YDR242W_BY4742,1650
YDR243C_BY4742,1767
YDR244W_BY4742,1839
YDR245W_BY4742,1182
YDR246W-A_BY4742,201
YDR246W_BY4742,660
YDR247W_BY4742,1386
YDR248C_BY4742,582
YDR249C_BY4742,1122
YDR250C_BY4742,276
YDR251W_BY4742,2493
YDR252W_BY4742,450
YDR253C_BY4742,576
YDR254W_BY4742,1377
YDR255C_BY4742,1266
YDR256C_BY4742,1548
YDR257C_BY4742,1485
YDR258C_BY4742,2436
YDR259C_BY4742,1152
YDR260C_BY4742,513
YDR261C-C_BY4742,1323
YDR261C-D_BY4742,4816
YDR261C-D_mRNA,4816
YDR261C_BY4742,1689
YDR261W-A_BY4742,1317
YDR261W-B_BY4742,5314
YDR261W-B_mRNA,5314
YDR262W_BY4742,819
YDR263C_BY4742,1293
YDR264C_BY4742,2295
YDR265W_BY4742,1014
YDR266C_BY4742,1920
YDR267C_BY4742,993
YDR268W_BY4742,1140
YDR269C_BY4742,324
YDR270W_BY4742,3015
YDR271C_BY4742,372
YDR272W_BY4742,825
YDR273W_BY4742,1098
YDR274C_BY4742,372
YDR275W_BY4742,708
YDR276C_BY4742,168
YDR277C_BY4742,1302
YDR278C_BY4742,318
YDR279W_BY4742,1053
YDR280W_BY4742,918
YDR281C_BY4742,315
YDR282C_BY4742,1245
YDR283C_BY4742,4980
YDR284C_BY4742,870
YDR285W_BY4742,2628
YDR286C_BY4742,345
YDR287W_BY4742,879
YDR288W_BY4742,912
YDR289C_BY4742,1230
YDR290W_BY4742,330
YDR291W_BY4742,3234
YDR292C_BY4742,1866
YDR293C_BY4742,3753
YDR294C_BY4742,1770
YDR295C_BY4742,2025
YDR296W_BY4742,681
YDR297W_BY4742,1050
YDR298C_BY4742,639
YDR299W_BY4742,1605
YDR300C_BY4742,1287
YDR301W_BY4742,4074
YDR302W_BY4742,660
YDR303C_BY4742,2658
YDR304C_BY4742,678
YDR305C_BY4742,743
YDR305C_mRNA,743
YDR306C_BY4742,1437
YDR307W_BY4742,1989
YDR308C_BY4742,423
YDR309C_BY4742,1152
YDR310C_BY4742,3189
YDR311W_BY4742,1929
YDR312W_BY4742,1362
YDR313C_BY4742,861
YDR314C_BY4742,2079
YDR315C_BY4742,846
YDR316W-A_BY4742,1323
YDR316W-B_BY4742,5269
YDR316W-B_mRNA,5269
YDR316W_BY4742,1416
YDR317W_BY4742,1245
YDR318W_BY4742,1190
YDR318W_mRNA,1190
YDR319C_BY4742,825
YDR320C-A_BY4742,219
YDR320C_BY4742,2007
YDR320W-B_BY4742,138
YDR321W_BY4742,1146
YDR322C-A_BY4742,291
YDR322W_BY4742,1104
YDR323C_BY4742,1548
YDR324C_BY4742,2331
YDR325W_BY4742,3108
YDR326C_BY4742,4317
YDR327W_BY4742,327
YDR328C_BY4742,585
YDR329C_BY4742,1326
YDR330W_BY4742,1503
YDR331W_BY4742,1236
YDR332W_BY4742,2070
YDR333C_BY4742,2172
YDR334W_BY4742,4545
YDR335W_BY4742,3675
YDR336W_BY4742,945
YDR337W_BY4742,861
YDR338C_BY4742,2088
YDR339C_BY4742,570
YDR340W_BY4742,195
YDR341C_BY4742,1824
YDR342C_BY4742,1713
YDR343C_BY4742,1713
YDR344C_BY4742,444
YDR345C_BY4742,1704
YDR346C_BY4742,1446
YDR347W_BY4742,966
YDR348C_BY4742,1500
YDR349C_BY4742,1791
YDR350C_BY4742,2055
YDR351W_BY4742,2595
YDR352W_BY4742,954
YDR353W_BY4742,960
YDR354C-A_BY4742,144
YDR354W_BY4742,1143
YDR355C_BY4742,303
YDR356W_BY4742,2835
YDR357C_BY4742,369
YDR358W_BY4742,1674
YDR359C_BY4742,2949
YDR360W_BY4742,435
YDR361C_BY4742,852
YDR362C_BY4742,2019
YDR363W-A_BY4742,270
YDR363W_BY4742,1371
YDR364C_BY4742,1368
YDR365C_BY4742,1887
YDR365W-A_BY4742,1323
YDR365W-B_BY4742,5269
YDR365W-B_mRNA,5269
YDR366C_BY4742,399
YDR367W_BY4742,767
YDR367W_mRNA,767
YDR368W_BY4742,939
YDR369C_BY4742,2565
YDR370C_BY4742,1329
YDR371C-A_BY4742,105
YDR371W_BY4742,1536
YDR372C_BY4742,1038
YDR373W_BY4742,573
YDR374C_BY4742,921
YDR374W-A_BY4742,270
YDR375C_BY4742,1371
YDR376W_BY4742,1482
YDR377W_BY4742,306
YDR378C_BY4742,261
YDR379C-A_BY4742,240
YDR379W_BY4742,3030
YDR380W_BY4742,1908
YDR381C-A_BY4742,539
YDR381C-A_mRNA,539
YDR381W_BY4742,1447
YDR381W_mRNA,1447
YDR382W_BY4742,333
YDR383C_BY4742,717
YDR384C_BY4742,828
YDR385W_BY4742,2529
YDR386W_BY4742,1899
YDR387C_BY4742,1668
YDR388W_BY4742,1449
YDR389W_BY4742,1965
YDR390C_BY4742,1911
YDR391C_BY4742,699
YDR392W_BY4742,1014
YDR393W_BY4742,1371
YDR394W_BY4742,1287
YDR395W_BY4742,2835
YDR396W_BY4742,501
YDR397C_BY4742,533
YDR397C_mRNA,533
YDR398W_BY4742,1932
YDR399W_BY4742,666
YDR400W_BY4742,1023
YDR401W_BY4742,564
YDR402C_BY4742,1470
YDR403W_BY4742,1611
YDR404C_BY4742,516
YDR405W_BY4742,792
YDR406W-A_BY4742,246
YDR406W_BY4742,4590
YDR407C_BY4742,3870
YDR408C_BY4742,645
YDR409W_BY4742,2715
YDR410C_BY4742,720
YDR411C_BY4742,1026
YDR412W_BY4742,708
YDR413C_BY4742,576
YDR414C_BY4742,1089
YDR415C_BY4742,1125
YDR416W_BY4742,2580
YDR417C_BY4742,372
YDR418W_BY4742,498
YDR419W_BY4742,1899
YDR420W_BY4742,5409
YDR421W_BY4742,2853
YDR422C_BY4742,2448
YDR423C_BY4742,1230
YDR424C_BY4742,455
YDR424C_mRNA,455
YDR425W_BY4742,1878
YDR426C_BY4742,378
YDR427W_BY4742,1182
YDR428C_BY4742,786
YDR429C_BY4742,825
YDR430C_BY4742,2970
YDR431W_BY4742,312
YDR432W_BY4742,1245
YDR433W_BY4742,441
YDR434W_BY4742,1605
YDR435C_BY4742,987
YDR436W_BY4742,2133
YDR437W_BY4742,423
YDR438W_BY4742,1113
YDR439W_BY4742,1044
YDR440W_BY4742,1749
YDR441C_BY4742,546
YDR442W_BY4742,393
YDR443C_BY4742,4263
YDR444W_BY4742,2064
YDR445C_BY4742,408
YDR446W_BY4742,909
YDR447C_BY4742,725
YDR447C_mRNA,725
YDR448W_BY4742,1305
YDR449C_BY4742,1323
YDR450W_BY4742,876
YDR450W_mRNA,876
YDR451C_BY4742,1062
YDR452W_BY4742,2025
YDR453C_BY4742,591
YDR454C_BY4742,564
YDR455C_BY4742,309
YDR456W_BY4742,1902
YDR457W_BY4742,9807
YDR458C_BY4742,1992
YDR459C_BY4742,1125
YDR460W_BY4742,966
YDR461C-A_BY4742,243
YDR461W_BY4742,111
YDR462W_BY4742,444
YDR463W_BY4742,1560
YDR464C-A_BY4742,189
YDR464W_BY4742,4308
YDR465C_BY4742,1239
YDR466W_BY4742,2697
YDR467C_BY4742,327
YDR468C_BY4742,675
YDR469W_BY4742,528
YDR470C_BY4742,1509
YDR471W_BY4742,795
YDR471W_mRNA,795
YDR472W_BY4742,852
YDR473C_BY4742,1410
YDR475C_BY4742,2631
YDR476C_BY4742,675
YDR477W_BY4742,1902
YDR478W_BY4742,597
YDR479C_BY4742,1665
YDR480W_BY4742,972
YDR481C_BY4742,1701
YDR482C_BY4742,408
YDR483W_BY4742,1329
YDR484W_BY4742,1926
YDR485C_BY4742,2388
YDR486C_BY4742,690
YDR487C_BY4742,627
YDR488C_BY4742,1602
YDR489W_BY4742,885
YDR490C_BY4742,2301
YDR491C_BY4742,492
YDR492W_BY4742,951
YDR493W_BY4742,372
YDR494W_BY4742,1086
YDR495C_BY4742,3036
YDR496C_BY4742,1971
YDR497C_BY4742,1755
YDR498C_BY4742,1152
YDR499W_BY4742,2244
YDR500C_BY4742,656
YDR500C_mRNA,656
YDR501W_BY4742,1566
YDR502C_BY4742,1155
YDR503C_BY4742,825
YDR504C_BY4742,384
YDR505C_BY4742,2526
YDR506C_BY4742,1827
YDR507C_BY4742,3429
YDR508C_BY4742,1992
YDR509W_BY4742,348
YDR510C-A_BY4742,117
YDR510W_BY4742,306
YDR511W_BY4742,402
YDR512C_BY4742,564
YDR513W_BY4742,432
YDR514C_BY4742,1452
YDR515W_BY4742,1344
YDR516C_BY4742,1503
YDR517W_BY4742,1119
YDR518W_BY4742,1554
YDR519W_BY4742,408
YDR520C_BY4742,2319
YDR521W_BY4742,336
YDR522C_BY4742,1509
YDR523C_BY4742,1473
YDR524C-A_BY4742,120
YDR524C-B_BY4742,201
YDR524C_BY4742,1449
YDR524W-C_BY4742,90
YDR525W-A_BY4742,240
YDR525W_BY4742,330
YDR526C_BY4742,471
YDR527W_BY4742,1320
YDR528W_BY4742,1272
YDR529C_BY4742,384
YDR530C_BY4742,978
YDR531W_BY4742,1104
YDR532C_BY4742,1158
YDR533C_BY4742,714
YDR534C_BY4742,1587
YDR535C_BY4742,757
YDR535C_mRNA,757
YDR536W_BY4742,1710
YDR537C_BY4742,606
YDR538W_BY4742,729
YDR539W_BY4742,1512
YDR540C_BY4742,540
YDR541C_BY4742,1035
YDR542W_BY4742,363
YDR543C_BY4742,300
YDR544C_BY4742,429
YDR545C-A_BY4742,480
YDR545W_BY4742,5391
YEL001C_BY4742,678
YEL002C_BY4742,1293
YEL003W_BY4742,424
YEL003W_mRNA,424
YEL004W_BY4742,1029
YEL005C_BY4742,849
YEL006W_BY4742,1008
YEL007W_BY4742,2001
YEL008C-A_BY4742,93
YEL008W_BY4742,381
YEL009C-A_BY4742,408
YEL009C_BY4742,846
YEL010W_BY4742,351
YEL011W_BY4742,2115
YEL012W_BY4742,780
YEL012W_mRNA,780
YEL013W_BY4742,1737
YEL014C_BY4742,306
YEL015W_BY4742,1656
YEL016C_BY4742,1482
YEL017C-A_BY4742,132
YEL017W_BY4742,1014
YEL018C-A_BY4742,534
YEL018W_BY4742,840
YEL019C_BY4742,804
YEL020C-B_BY4742,198
YEL020C_BY4742,1683
YEL020W-A_BY4742,264
YEL022W_BY4742,4380
YEL023C_BY4742,2049
YEL024W_BY4742,648
YEL025C_BY4742,3567
YEL026W_BY4742,381
YEL027W_BY4742,483
YEL028W_BY4742,462
YEL029C_BY4742,939
YEL030C-A_BY4742,315
YEL030W_BY4742,1935
YEL031W_BY4742,3648
YEL032C-A_BY4742,162
YEL032W_BY4742,2916
YEL033W_BY4742,420
YEL034C-A_BY4742,603
YEL034W_BY4742,474
YEL035C_BY4742,501
YEL036C_BY4742,1503
YEL037C_BY4742,1197
YEL038W_BY4742,684
YEL039C_BY4742,342
YEL040W_BY4742,1404
YEL041W_BY4742,1488
YEL042W_BY4742,1557
YEL043W_BY4742,2871
YEL044W_BY4742,501
YEL045C_BY4742,426
YEL046C_BY4742,1164
YEL047C_BY4742,1413
YEL048C_BY4742,459
YEL049W_BY4742,363
YEL050C_BY4742,1182
YEL050W-A_BY4742,192
YEL051W_BY4742,771
YEL052W_BY4742,1530
YEL053C_BY4742,2202
YEL053W-A_BY4742,348
YEL054C_BY4742,498
YEL055C_BY4742,3069
YEL056W_BY4742,1206
YEL057C_BY4742,702
YEL058W_BY4742,1674
YEL059C-A_BY4742,225
YEL059W_BY4742,309
YEL060C_BY4742,1908
YEL061C_BY4742,3003
YEL062W_BY4742,1848
YEL063C_BY4742,1773
YEL064C_BY4742,1443
YEL065W_BY4742,1887
YEL066W_BY4742,540
YEL067C_BY4742,588
YEL068C_BY4742,333
YEL069C_BY4742,1695
YEL070W_BY4742,1509
YEL071W_BY4742,1491
YEL072W_BY4742,696
YEL073C_BY4742,324
YEL074W_BY4742,339
YEL075C_BY4742,369
YEL075W-A_BY4742,612
YEL076C-A_BY4742,930
YEL076C-A_mRNA,930
YEL076C_BY4742,651
YEL077C_BY4742,3834
YEL077W-A_BY4742,483
YER001W_BY4742,2289
YER002W_BY4742,696
YER003C_BY4742,1383
YER003C_mRNA,1383
YER004W_BY4742,696
YER005W_BY4742,1893
YER006C-A_BY4742,318
YER006W_BY4742,1563
YER007C-A_BY4742,649
YER007C-A_mRNA,649
YER007W_BY4742,1557
YER008C_BY4742,4011
YER009W_BY4742,378
YER010C_BY4742,705
YER011W_BY4742,765
YER012W_BY4742,597
YER013W_BY4742,3438
YER014C-A_BY4742,970
YER014C-A_mRNA,970
YER014W_BY4742,1620
YER015W_BY4742,2235
YER016W_BY4742,1035
YER017C_BY4742,2286
YER018C_BY4742,666
YER019C-A_BY4742,267
YER019W_BY4742,1434
YER020W_BY4742,1350
YER021W_BY4742,1572
YER022W_BY4742,2064
YER023C-A_BY4742,213
YER023W_BY4742,861
YER024W_BY4742,2772
YER025W_BY4742,1584
YER026C_BY4742,831
YER027C_BY4742,1254
YER028C_BY4742,1185
YER029C_BY4742,591
YER030W_BY4742,462
YER031C_BY4742,672
YER032W_BY4742,2631
YER033C_BY4742,3231
YER034W_BY4742,558
YER035W_BY4742,438
YER036C_BY4742,1833
YER037W_BY4742,966
YER038C_BY4742,1395
YER038W-A_BY4742,381
YER039C-A_BY4742,219
YER039C_BY4742,750
YER040W_BY4742,2193
YER041W_BY4742,2280
YER042W_BY4742,555
YER043C_BY4742,1350
YER044C-A_BY4742,1315
YER044C-A_mRNA,1315
YER044C_BY4742,447
YER045C_BY4742,1470
YER046W-A_BY4742,330
YER046W_BY4742,432
YER047C_BY4742,2694
YER048C_BY4742,1176
YER048W-A_BY4742,285
YER049W_BY4742,1935
YER050C_BY4742,417
YER051W_BY4742,1479
YER052C_BY4742,1584
YER053C-A_BY4742,114
YER053C_BY4742,903
YER054C_BY4742,1647
YER055C_BY4742,894
YER056C-A_BY4742,763
YER056C-A_mRNA,763
YER056C_BY4742,1602
YER057C_BY4742,390
YER058W_BY4742,324
YER059W_BY4742,1263
YER060W-A_BY4742,1593
YER060W_BY4742,1587
YER061C_BY4742,1329
YER062C_BY4742,753
YER063W_BY4742,657
YER064C_BY4742,1518
YER065C_BY4742,1674
YER066C-A_BY4742,501
YER066W_BY4742,558
YER067C-A_BY4742,324
YER067W_BY4742,486
YER068C-A_BY4742,432
YER068W_BY4742,1764
YER069W_BY4742,2592
YER070W_BY4742,2667
YER071C_BY4742,381
YER072W_BY4742,390
YER073W_BY4742,1563
YER074W-A_BY4742,471
YER074W-A_mRNA,471
YER074W_BY4742,874
YER074W_mRNA,874
YER075C_BY4742,2787
YER076C_BY4742,909
YER076W-A_BY4742,348
YER077C_BY4742,2067
YER078C_BY4742,1536
YER078W-A_BY4742,165
YER079C-A_BY4742,339
YER079W_BY4742,633
YER080W_BY4742,1884
YER081W_BY4742,1410
YER082C_BY4742,1665
YER083C_BY4742,858
YER084W-A_BY4742,513
YER084W_BY4742,387
YER085C_BY4742,522
YER086W_BY4742,1731
YER087C-A_BY4742,552
YER087C-B_BY4742,249
YER087W_BY4742,1731
YER088C-A_BY4742,324
YER088C_BY4742,2013
YER088W-B_BY4742,147
YER089C_BY4742,1395
YER090C-A_BY4742,90
YER090W_BY4742,1524
YER091C-A_BY4742,222
YER091C_BY4742,2304
YER092W_BY4742,378
YER093C-A_BY4742,489
YER093C-A_mRNA,489
YER093C_BY4742,4293
YER094C_BY4742,618
YER095W_BY4742,1203
YER096W_BY4742,1539
YER097W_BY4742,330
YER098W_BY4742,2265
YER099C_BY4742,957
YER100W_BY4742,753
YER101C_BY4742,1293
YER102W_BY4742,963
YER103W_BY4742,1929
YER104W_BY4742,627
YER105C_BY4742,4176
YER106W_BY4742,909
YER107C_BY4742,1098
YER107W-A_BY4742,321
YER109C_BY4742,2400
YER110C_BY4742,3342
YER111C_BY4742,3282
YER112W_BY4742,564
YER113C_BY4742,2121
YER114C_BY4742,3123
YER115C_BY4742,576
YER116C_BY4742,825
YER117W_BY4742,885
YER117W_mRNA,885
YER118C_BY4742,1104
YER119C-A_BY4742,372
YER119C_BY4742,1347
YER120W_BY4742,735
YER121W_BY4742,345
YER122C_BY4742,1482
YER123W_BY4742,1575
YER124C_BY4742,1722
YER125W_BY4742,2430
YER126C_BY4742,786
YER127W_BY4742,1074
YER128W_BY4742,612
YER129W_BY4742,3429
YER130C_BY4742,1332
